Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
27241,TOT,Bangkok,2023-12-22T04:02:52.419100Z,32.34291985088029,11.238,787705694.882308,348633507.91015494,,161.246.72.2
17560,TrueMove H,Bangkok,2023-12-22T04:03:01.026774Z,32.34291985088029,21.846,511648258.1431016,398541665.3436233,,161.246.72.2
